transaction_id,transaction_date,store_id,customer_id,category,channel,quantity,unit_price,discount_pct,net_amount,cogs
T0000065,2024-04-02,ST01,C01027,Cotton Saree,WhatsApp Order,1,1422.53,0.0,1422.53,981.55
T0000066,2024-04-02,ST01,C00821,Cotton Saree,Walk-in,1,1535.63,0.0,1535.63,1059.58
T0000067,2024-04-02,ST01,C02389,Cotton Saree,WhatsApp Order,1,1862.1,0.0,1862.1,1284.85
T0000068,2024-04-02,ST01,C00552,Cotton Saree,Online,1,1669.59,0.0,1669.59,1152.02
T0000069,2024-04-02,ST01,C00167,Cotton Saree,Walk-in,1,1205.45,0.0,1205.45,831.76
T0000070,2024-04-02,ST01,C00463,Readymade,Exhibition Stall,3,2641.73,0.0,7925.19,4913.62
T0000071,2024-04-02,ST01,C00877,Readymade,Walk-in,1,2629.33,0.0,2629.33,1630.18
T0000072,2024-04-02,ST01,C02130,Readymade,WhatsApp Order,1,2391.44,0.0,2391.44,1482.69
T0000073,2024-04-02,ST01,C02560,Readymade,Walk-in,1,2371.89,0.0,2371.89,1470.57
T0000074,2024-04-02,ST01,C00129,Readymade,Walk-in,1,1198.25,0.0,1198.25,742.91
T0000075,2024-04-02,ST01,C01152,Readymade,Walk-in,1,2134.22,0.0,2134.22,1323.22
T0000076,2024-04-02,ST01,C00079,Readymade,Exhibition Stall,1,1726.67,0.0,1726.67,1070.54
T0000077,2024-04-02,ST01,C01092,Accessories,Exhibition Stall,1,482.08,0.15,409.77,221.28
T0000078,2024-04-02,ST01,C00193,Accessories,Walk-in,1,422.26,0.0,422.26,228.02
T0000079,2024-04-02,ST01,C00447,Accessories,Online,1,513.01,0.0,513.01,277.03
T0000080,2024-04-02,ST01,C00320,Accessories,Exhibition Stall,1,207.42,0.0,207.42,112.01
T0000081,2024-04-02,ST01,C00045,Accessories,Exhibition Stall,1,562.04,0.073,521.02,281.35
T0000082,2024-04-02,ST01,C00149,Accessories,WhatsApp Order,1,297.97,0.0,297.97,160.9
T0000083,2024-04-02,ST01,C01417,Accessories,Walk-in,1,302.51,0.0,302.51,163.36
T0000084,2024-04-02,ST01,C01612,Accessories,Walk-in,2,388.41,0.0,776.82,419.48
T0000085,2024-04-02,ST02,C00918,Fancy Saree,WhatsApp Order,1,4760.61,0.0,4760.61,3142.0
T0000086,2024-04-02,ST02,C00533,Fancy Saree,Walk-in,3,1777.97,0.0,5333.91,3520.38
T0000087,2024-04-02,ST02,C00028,Fancy Saree,Walk-in,1,3580.88,0.0,3580.88,2363.38
T0000088,2024-04-02,ST02,C02059,Fancy Saree,Walk-in,1,3639.26,0.0,3639.26,2401.91
T0000089,2024-04-02,ST02,C01338,Fancy Saree,WhatsApp Order,3,1844.99,0.0,5534.98,3653.09
T0000090,2024-04-02,ST02,C00506,Fancy Saree,Exhibition Stall,1,3420.25,0.0,3420.25,2257.36
T0000091,2024-04-02,ST02,C01270,Fancy Saree,Walk-in,2,4047.45,0.0,8094.91,5342.64
T0000092,2024-04-02,ST02,C01313,Fancy Saree,Walk-in,1,3570.82,0.0,3570.82,2356.74
T0000093,2024-04-02,ST02,C00065,Cotton Saree,Walk-in,1,1401.85,0.0,1401.85,967.28
T0000094,2024-04-02,ST02,C01806,Cotton Saree,Walk-in,1,1690.09,0.0,1690.09,1166.16
T0000095,2024-04-02,ST02,C01128,Cotton Saree,Walk-in,1,1092.27,0.0,1092.27,753.67
T0000096,2024-04-02,ST02,C00263,Cotton Saree,Walk-in,1,1750.87,0.0,1750.87,1208.1
T0000097,2024-04-02,ST02,C02184,Cotton Saree,Walk-in,1,1257.99,0.0,1257.99,868.01
T0000098,2024-04-02,ST02,C00576,Readymade,Walk-in,1,2738.64,0.0,2738.64,1697.96
T0000099,2024-04-02,ST02,C02018,Readymade,Walk-in,3,1932.05,0.0,5796.16,3593.62
T0000100,2024-04-02,ST02,C01800,Readymade,Exhibition Stall,1,2163.19,0.0,2163.19,1341.18
T0000101,2024-04-02,ST02,C02301,Readymade,Walk-in,1,2312.67,0.0,2312.67,1433.86
T0000102,2024-04-02,ST02,C02294,Kids Wear,Exhibition Stall,1,555.36,0.0,555.36,327.66
T0000103,2024-04-02,ST02,C02497,Kids Wear,Walk-in,1,715.89,0.0,715.89,422.38
T0000104,2024-04-02,ST02,C02232,Kids Wear,Walk-in,1,1211.17,0.0,1211.17,714.59
T0000105,2024-04-02,ST02,C00824,Kids Wear,Walk-in,1,1446.49,0.0,1446.49,853.43
T0000106,2024-04-02,ST02,C00021,Accessories,Walk-in,1,377.76,0.0,377.76,203.99
T0000107,2024-04-03,ST01,C02114,Silk Saree,Exhibition Stall,1,14746.69,0.0,14746.69,11207.48
T0000108,2024-04-03,ST01,C02306,Silk Saree,WhatsApp Order,1,9864.41,0.0,9864.41,7496.95
T0000109,2024-04-03,ST01,C00684,Silk Saree,Walk-in,1,7778.76,0.0,7778.76,5911.86
T0000110,2024-04-03,ST01,C01695,Fancy Saree,Walk-in,1,3791.84,0.0,3791.84,2502.61
T0000111,2024-04-03,ST01,C01656,Fancy Saree,Online,1,4092.74,0.0,4092.74,2701.21
T0000112,2024-04-03,ST01,C00521,Fancy Saree,Walk-in,1,2799.68,0.0,2799.68,1847.79
T0000113,2024-04-03,ST01,C02151,Fancy Saree,Walk-in,3,3815.83,0.0,11447.48,7555.34
T0000114,2024-04-03,ST01,C02531,Fancy Saree,Walk-in,1,4972.03,0.0,4972.03,3281.54
T0000115,2024-04-03,ST01,C00094,Fancy Saree,Walk-in,1,3873.3,0.0,3873.3,2556.38
T0000116,2024-04-03,ST01,C00049,Fancy Saree,Walk-in,1,2592.1,0.0,2592.1,1710.79
T0000117,2024-04-03,ST01,C00430,Cotton Saree,Exhibition Stall,1,996.41,0.131,865.88,597.46
T0000118,2024-04-03,ST01,C02091,Cotton Saree,Walk-in,1,1913.39,0.0,1913.39,1320.24
T0000119,2024-04-03,ST01,C01790,Cotton Saree,Exhibition Stall,1,1582.2,0.0,1582.2,1091.72
T0000120,2024-04-03,ST01,C02169,Cotton Saree,Walk-in,1,1006.62,0.0,1006.62,694.57
T0000121,2024-04-03,ST01,C02188,Cotton Saree,Exhibition Stall,1,1678.66,0.0,1678.66,1158.28
T0000122,2024-04-03,ST01,C02506,Cotton Saree,Exhibition Stall,1,1285.99,0.0,1285.99,887.33
T0000123,2024-04-03,ST01,C02572,Cotton Saree,Exhibition Stall,1,726.94,0.0,726.94,501.59
T0000124,2024-04-03,ST01,C02471,Readymade,WhatsApp Order,3,2578.99,0.0,7736.98,4796.93
T0000125,2024-04-03,ST01,C00797,Readymade,Walk-in,2,2102.32,0.0,4204.63,2606.87
T0000126,2024-04-03,ST01,C00981,Readymade,WhatsApp Order,1,3073.87,0.0,3073.87,1905.8
T0000127,2024-04-03,ST01,C01589,Readymade,Walk-in,1,2354.05,0.0,2354.05,1459.51
T0000128,2024-04-03,ST01,C01727,Kids Wear,Walk-in,1,845.15,0.0,845.15,498.64
T0000129,2024-04-03,ST01,C00822,Kids Wear,Walk-in,1,1058.0,0.0,1058.0,624.22
T0000130,2024-04-03,ST01,C00073,Kids Wear,Walk-in,1,793.56,0.0,793.56,468.2
T0000131,2024-04-03,ST01,C01465,Kids Wear,Walk-in,1,1057.29,0.0,1057.29,623.8
T0000132,2024-04-03,ST01,C02072,Kids Wear,WhatsApp Order,2,538.24,0.0,1076.49,635.13
T0000133,2024-04-03,ST01,C00775,Kids Wear,Exhibition Stall,1,1352.66,0.0,1352.66,798.07
T0000134,2024-04-03,ST01,C00100,Kids Wear,WhatsApp Order,1,836.37,0.0,836.37,493.46
T0000135,2024-04-03,ST01,C02109,Accessories,Walk-in,1,236.76,0.0,236.76,127.85
T0000136,2024-04-03,ST01,C00777,Accessories,WhatsApp Order,1,483.59,0.0,483.59,261.14
T0000137,2024-04-03,ST01,C00648,Accessories,Walk-in,1,999.77,0.0,999.77,539.88
T0000138,2024-04-03,ST02,C02375,Silk Saree,Online,2,13454.87,0.0,26909.74,20451.4
T0000139,2024-04-03,ST02,C00318,Silk Saree,Walk-in,3,6639.85,0.0,19919.55,15138.86
T0000140,2024-04-03,ST02,C01913,Fancy Saree,WhatsApp Order,1,4621.71,0.0,4621.71,3050.33
T0000141,2024-04-03,ST02,C00861,Fancy Saree,Walk-in,1,2515.68,0.0,2515.68,1660.35
T0000142,2024-04-03,ST02,C00821,Cotton Saree,Exhibition Stall,1,1433.07,0.0,1433.07,988.82
T0000143,2024-04-03,ST02,C01517,Cotton Saree,Walk-in,1,1770.78,0.0,1770.78,1221.84
T0000144,2024-04-03,ST02,C00677,Cotton Saree,Walk-in,1,1499.24,0.0,1499.24,1034.48
T0000145,2024-04-03,ST02,C01326,Cotton Saree,Walk-in,1,1162.44,0.0,1162.44,802.08
T0000146,2024-04-03,ST02,C02578,Readymade,WhatsApp Order,1,2685.58,0.0,2685.58,1665.06
T0000147,2024-04-03,ST02,C00783,Readymade,Online,1,2128.72,0.0,2128.72,1319.81
T0000148,2024-04-03,ST02,C01145,Readymade,Walk-in,3,3602.89,0.0,10808.66,6701.37
T0000149,2024-04-03,ST02,C00656,Readymade,WhatsApp Order,1,2901.86,0.0,2901.86,1799.15
T0000150,2024-04-03,ST02,C01352,Readymade,WhatsApp Order,1,2873.28,0.0,2873.28,1781.43
T0000151,2024-04-03,ST02,C01769,Readymade,WhatsApp Order,1,2380.6,0.0,2380.6,1475.97
T0000152,2024-04-04,ST01,C00758,Silk Saree,WhatsApp Order,1,10875.63,0.0,10875.63,8265.48
T0000153,2024-04-04,ST01,C01921,Silk Saree,Walk-in,1,10637.44,0.0,10637.44,8084.45
T0000154,2024-04-04,ST01,C00951,Silk Saree,Walk-in,2,5760.0,0.0,11520.0,8755.2
T0000155,2024-04-04,ST01,C01384,Silk Saree,Walk-in,3,16257.28,0.0,48771.83,37066.59
T0000156,2024-04-04,ST01,C00746,Silk Saree,Walk-in,1,14726.02,0.0,14726.02,11191.78
T0000157,2024-04-04,ST01,C02039,Fancy Saree,Walk-in,1,1417.5,0.0,1417.5,935.55
T0000158,2024-04-04,ST01,C02355,Fancy Saree,Exhibition Stall,1,2940.29,0.0,2940.29,1940.59
T0000159,2024-04-04,ST01,C00971,Fancy Saree,Walk-in,1,3628.97,0.0,3628.97,2395.12
T0000160,2024-04-04,ST01,C00207,Fancy Saree,Walk-in,1,4598.72,0.0,4598.72,3035.16
T0000161,2024-04-04,ST01,C00045,Fancy Saree,WhatsApp Order,1,4806.27,0.0,4806.27,3172.14
T0000162,2024-04-04,ST01,C01397,Fancy Saree,Walk-in,1,4433.25,0.0,4433.25,2925.94
T0000163,2024-04-04,ST01,C02327,Fancy Saree,Exhibition Stall,1,2104.55,0.0,2104.55,1389.0
T0000164,2024-04-04,ST01,C01821,Fancy Saree,WhatsApp Order,1,1417.5,0.0,1417.5,935.55
T0000165,2024-04-04,ST01,C02448,Fancy Saree,WhatsApp Order,1,3663.42,0.0,3663.42,2417.86
T0000166,2024-04-04,ST01,C00656,Cotton Saree,Exhibition Stall,3,1402.16,0.0,4206.49,2902.48
T0000167,2024-04-04,ST01,C02220,Cotton Saree,Walk-in,3,1533.51,0.0,4600.52,3174.36
T0000168,2024-04-04,ST01,C01724,Cotton Saree,Exhibition Stall,1,880.0,0.0,880.0,607.2
T0000169,2024-04-04,ST01,C01280,Cotton Saree,Walk-in,1,1620.24,0.0,1620.24,1117.97
T0000170,2024-04-04,ST01,C01105,Cotton Saree,Walk-in,1,1280.94,0.0,1280.94,883.85
T0000171,2024-04-04,ST01,C01213,Cotton Saree,Exhibition Stall,1,1582.99,0.0,1582.99,1092.26
T0000172,2024-04-04,ST01,C02400,Cotton Saree,Walk-in,1,1624.57,0.0,1624.57,1120.95
T0000173,2024-04-04,ST01,C01598,Cotton Saree,Walk-in,1,1405.46,0.0,1405.46,969.77
T0000174,2024-04-04,ST01,C01630,Cotton Saree,Walk-in,1,1570.38,0.0,1570.38,1083.56
T0000175,2024-04-04,ST01,C00302,Cotton Saree,Walk-in,3,1444.83,0.0,4334.49,2990.8
T0000176,2024-04-04,ST01,C01957,Readymade,WhatsApp Order,1,2429.66,0.0,2429.66,1506.39
T0000177,2024-04-04,ST01,C00187,Readymade,Walk-in,1,2680.05,0.0,2680.05,1661.63
T0000178,2024-04-04,ST01,C00592,Readymade,Walk-in,3,1363.15,0.0,4089.44,2535.45
T0000179,2024-04-04,ST01,C02473,Readymade,Online,1,1833.72,0.0,1833.72,1136.91
T0000180,2024-04-04,ST01,C00214,Readymade,Exhibition Stall,1,2183.59,0.065,2041.66,1265.83
T0000181,2024-04-04,ST01,C01489,Readymade,Walk-in,1,3370.52,0.0,3370.52,2089.72
T0000182,2024-04-04,ST01,C01866,Readymade,Walk-in,1,1012.5,0.0,1012.5,627.75
T0000183,2024-04-04,ST01,C01492,Readymade,Exhibition Stall,1,2557.38,0.0,2557.38,1585.58
T0000184,2024-04-04,ST01,C00562,Readymade,WhatsApp Order,1,1871.97,0.0,1871.97,1160.62
T0000185,2024-04-04,ST01,C00977,Readymade,Online,1,2551.96,0.0,2551.96,1582.22
T0000186,2024-04-04,ST01,C01265,Kids Wear,Walk-in,1,1132.04,0.0,1132.04,667.9
T0000187,2024-04-04,ST01,C01472,Kids Wear,WhatsApp Order,1,921.66,0.0,921.66,543.78
T0000188,2024-04-04,ST01,C02314,Kids Wear,Walk-in,1,752.72,0.0,752.72,444.1
T0000189,2024-04-04,ST01,C01020,Kids Wear,Exhibition Stall,1,969.21,0.081,890.7,525.51
T0000190,2024-04-04,ST01,C00803,Kids Wear,Walk-in,1,916.36,0.0,916.36,540.65
T0000191,2024-04-04,ST01,C00249,Kids Wear,WhatsApp Order,1,1190.97,0.0,1190.97,702.67
T0000192,2024-04-04,ST01,C00111,Accessories,Walk-in,1,437.9,0.0,437.9,236.47
T0000193,2024-04-04,ST01,C00297,Accessories,Exhibition Stall,1,189.0,0.0,189.0,102.06
T0000194,2024-04-04,ST01,C02256,Accessories,WhatsApp Order,2,413.75,0.0,827.49,446.84
T0000195,2024-04-04,ST01,C01961,Accessories,Walk-in,3,193.42,0.0,580.27,313.35
T0000196,2024-04-04,ST01,C02026,Accessories,Walk-in,1,446.54,0.0,446.54,241.13
T0000197,2024-04-04,ST01,C02555,Accessories,Exhibition Stall,1,227.39,0.066,212.38,114.69
T0000198,2024-04-04,ST01,C01821,Accessories,WhatsApp Order,1,217.77,0.0,217.77,117.6
T0000199,2024-04-04,ST01,C00618,Accessories,Walk-in,1,438.97,0.0,438.97,237.04
T0000200,2024-04-04,ST01,C02444,Accessories,Walk-in,1,407.49,0.0,407.49,220.04
T0000201,2024-04-04,ST02,C00754,Silk Saree,Walk-in,1,11120.09,0.0,11120.09,8451.27
T0000202,2024-04-04,ST02,C00398,Silk Saree,Walk-in,1,12191.78,0.0,12191.78,9265.75
T0000203,2024-04-04,ST02,C02227,Silk Saree,Walk-in,1,7886.06,0.0,7886.06,5993.41
T0000204,2024-04-04,ST02,C01986,Silk Saree,Walk-in,1,17217.03,0.0,17217.03,13084.94
T0000205,2024-04-04,ST02,C00039,Silk Saree,WhatsApp Order,1,14475.16,0.0,14475.16,11001.12
T0000206,2024-04-04,ST02,C02473,Fancy Saree,Walk-in,1,4093.42,0.0,4093.42,2701.66
T0000207,2024-04-04,ST02,C01344,Fancy Saree,Walk-in,1,4364.4,0.0,4364.4,2880.5
T0000208,2024-04-04,ST02,C01466,Fancy Saree,Walk-in,1,2738.47,0.0,2738.47,1807.39
T0000209,2024-04-04,ST02,C01321,Fancy Saree,Exhibition Stall,1,2483.72,0.0,2483.72,1639.26
T0000210,2024-04-04,ST02,C01144,Fancy Saree,Exhibition Stall,1,3555.36,0.0,3555.36,2346.54
T0000211,2024-04-04,ST02,C01249,Fancy Saree,Walk-in,1,2823.07,0.0,2823.07,1863.23
T0000212,2024-04-04,ST02,C02115,Fancy Saree,Walk-in,1,2870.98,0.0,2870.98,1894.85
T0000213,2024-04-04,ST02,C01498,Cotton Saree,Walk-in,1,1667.08,0.0,1667.08,1150.29
T0000214,2024-04-04,ST02,C02396,Cotton Saree,Walk-in,1,732.74,0.0,732.74,505.59
T0000215,2024-04-04,ST02,C02310,Cotton Saree,Walk-in,1,1443.07,0.0,1443.07,995.72
T0000216,2024-04-04,ST02,C00635,Readymade,Walk-in,1,3390.56,0.0,3390.56,2102.15
T0000217,2024-04-04,ST02,C00724,Readymade,WhatsApp Order,1,1739.83,0.0,1739.83,1078.69
T0000218,2024-04-04,ST02,C01153,Readymade,Walk-in,1,2728.38,0.0,2728.38,1691.6
T0000219,2024-04-04,ST02,C00237,Readymade,WhatsApp Order,1,2755.78,0.0,2755.78,1708.58
T0000220,2024-04-04,ST02,C00092,Readymade,Walk-in,1,1166.31,0.0,1166.31,723.11
T0000221,2024-04-04,ST02,C02235,Readymade,Exhibition Stall,1,2905.02,0.121,2553.51,1583.18
T0000222,2024-04-04,ST02,C00432,Kids Wear,Walk-in,1,962.31,0.0,962.31,567.76
T0000223,2024-04-04,ST02,C02598,Accessories,WhatsApp Order,1,353.08,0.0,353.08,190.66
T0000224,2024-04-04,ST02,C01729,Accessories,Exhibition Stall,1,189.0,0.0,189.0,102.06
T0000225,2024-04-04,ST02,C02137,Accessories,Walk-in,1,403.08,0.0,403.08,217.66
T0000226,2024-04-04,ST02,C01436,Accessories,Walk-in,1,264.5,0.0,264.5,142.83
T0000227,2024-04-04,ST02,C02023,Accessories,Walk-in,2,471.08,0.0,942.16,508.77
T0000228,2024-04-05,ST01,C00297,Silk Saree,Walk-in,1,10780.47,0.0,10780.47,8193.16
T0000229,2024-04-05,ST01,C01431,Silk Saree,Exhibition Stall,3,11702.12,0.0,35106.37,26680.84
T0000230,2024-04-05,ST01,C00366,Fancy Saree,WhatsApp Order,1,3416.26,0.0,3416.26,2254.73
T0000231,2024-04-05,ST01,C02146,Fancy Saree,WhatsApp Order,2,2479.23,0.0,4958.45,3272.58
T0000232,2024-04-05,ST01,C00451,Fancy Saree,Walk-in,1,3814.0,0.0,3814.0,2517.24
T0000233,2024-04-05,ST01,C00599,Fancy Saree,Walk-in,1,3856.22,0.0,3856.22,2545.11
T0000234,2024-04-05,ST01,C01539,Fancy Saree,Walk-in,1,3305.62,0.0,3305.62,2181.71
T0000235,2024-04-05,ST01,C01123,Fancy Saree,Exhibition Stall,1,4084.55,0.119,3598.49,2375.0
T0000236,2024-04-05,ST01,C01264,Fancy Saree,Online,1,2891.37,0.0,2891.37,1908.3
T0000237,2024-04-05,ST01,C00256,Fancy Saree,Exhibition Stall,1,3048.28,0.17,2530.07,1669.85
T0000238,2024-04-05,ST01,C01971,Fancy Saree,WhatsApp Order,1,3575.57,0.0,3575.57,2359.88
T0000239,2024-04-05,ST01,C00446,Fancy Saree,WhatsApp Order,1,3119.36,0.0,3119.36,2058.78
T0000240,2024-04-05,ST01,C02410,Fancy Saree,Walk-in,1,3864.51,0.0,3864.51,2550.58
T0000241,2024-04-05,ST01,C02437,Cotton Saree,Walk-in,1,1152.78,0.0,1152.78,795.42
T0000242,2024-04-05,ST01,C01152,Cotton Saree,Walk-in,1,1274.23,0.0,1274.23,879.22
T0000243,2024-04-05,ST01,C02568,Cotton Saree,Walk-in,3,1094.8,0.0,3284.4,2266.24
T0000244,2024-04-05,ST01,C01964,Cotton Saree,Walk-in,1,1876.62,0.0,1876.62,1294.87
T0000245,2024-04-05,ST01,C01650,Cotton Saree,WhatsApp Order,1,1520.1,0.0,1520.1,1048.87
T0000246,2024-04-05,ST01,C02242,Cotton Saree,WhatsApp Order,1,1440.7,0.0,1440.7,994.08
T0000247,2024-04-05,ST01,C00906,Cotton Saree,WhatsApp Order,1,1635.26,0.0,1635.26,1128.33
T0000248,2024-04-05,ST01,C00551,Cotton Saree,Walk-in,1,1088.38,0.0,1088.38,750.98
T0000249,2024-04-05,ST01,C02161,Cotton Saree,WhatsApp Order,1,1104.83,0.0,1104.83,762.33
T0000250,2024-04-05,ST01,C00238,Cotton Saree,WhatsApp Order,1,1115.04,0.0,1115.04,769.38
T0000251,2024-04-05,ST01,C01522,Cotton Saree,Exhibition Stall,1,1639.1,0.111,1457.16,1005.44
T0000252,2024-04-05,ST01,C01727,Readymade,Walk-in,1,1877.48,0.0,1877.48,1164.04
T0000253,2024-04-05,ST01,C01063,Readymade,Exhibition Stall,1,2959.82,0.092,2687.52,1666.26
T0000254,2024-04-05,ST01,C00538,Readymade,WhatsApp Order,1,3021.85,0.0,3021.85,1873.55
T0000255,2024-04-05,ST01,C00217,Readymade,Exhibition Stall,3,3003.69,0.0,9011.08,5586.87
T0000256,2024-04-05,ST01,C00006,Readymade,Walk-in,1,2280.11,0.0,2280.11,1413.67
